contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_835031	10823	No	NA	19	7	0	Low-quality	Genome-fragment	29.1	AAI-based (high-confidence)	0.0	1.0	
k141_835032	9324	No	NA	13	7	0	Low-quality	Genome-fragment	25.06	AAI-based (medium-confidence)	0.0	1.0	
k141_1168026	36559	No	NA	62	20	0	Medium-quality	Genome-fragment	69.85	AAI-based (high-confidence)	0.0	1.0	
k141_1168024	9743	No	NA	22	2	0	Low-quality	Genome-fragment	18.83	AAI-based (high-confidence)	0.0	1.0	
k141_1168025	5223	No	NA	4	1	0	Low-quality	Genome-fragment	10.38	AAI-based (high-confidence)	0.0	1.0	
k141_896710	5739	No	NA	7	2	0	Low-quality	Genome-fragment	13.64	AAI-based (medium-confidence)	0.0	1.0	
k141_896709	7386	No	NA	9	0	1	Low-quality	Genome-fragment	17.11	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_376364	26463	No	NA	39	2	2	Low-quality	Genome-fragment	23.85	AAI-based (high-confidence)	0.0	1.0	
k141_128705	6846	No	NA	13	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_272184	12936	No	NA	17	2	1	Low-quality	Genome-fragment	11.66	AAI-based (medium-confidence)	0.0	1.0	
k141_382621	6815	No	NA	14	10	0	Low-quality	Genome-fragment	19.01	AAI-based (high-confidence)	0.0	1.0	
k141_382622	13962	No	NA	25	8	0	Low-quality	Genome-fragment	19.64	HMM-based (lower-bound)	0.0	1.0	
k141_382115	13036	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_382114	13583	No	NA	24	1	0	Low-quality	Genome-fragment	5.29	HMM-based (lower-bound)	0.0	1.0	
k141_660222	75946	No	NA	105	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_404975	10724	No	NA	17	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_502623	25724	No	NA	39	0	1	Low-quality	Genome-fragment	7.12	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_502622	31270	No	NA	46	2	0	Low-quality	Genome-fragment	8.31	AAI-based (medium-confidence)	0.0	1.0	
k141_1168066	20037	No	NA	35	10	0	Low-quality	Genome-fragment	32.21	AAI-based (high-confidence)	0.0	1.0	
k141_1168067	14155	No	NA	35	6	0	Low-quality	Genome-fragment	22.71	AAI-based (medium-confidence)	0.0	1.0	
k141_859211	6047	No	NA	11	3	1	Low-quality	Genome-fragment	15.13	AAI-based (high-confidence)	0.0	1.0	
k141_859212	14081	No	NA	10	2	0	Low-quality	Genome-fragment	36.82	AAI-based (medium-confidence)	0.0	1.0	
k141_832617	5630	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_549773	16606	No	NA	21	3	1	Low-quality	Genome-fragment	16.46	HMM-based (lower-bound)	0.0	1.0	
k141_859210	12436	No	NA	22	3	1	Low-quality	Genome-fragment	32.27	AAI-based (medium-confidence)	0.0	1.0	
k141_482239	5567	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_904541	6213	No	NA	14	1	0	Low-quality	Genome-fragment	3.6	HMM-based (lower-bound)	0.0	1.0	
k141_1043999	8312	No	NA	18	0	0	Low-quality	Genome-fragment	15.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_893238	20754	No	NA	20	2	0	Low-quality	Genome-fragment	38.07	AAI-based (high-confidence)	0.0	1.0	
k141_419732	10196	No	NA	15	2	1	Low-quality	Genome-fragment	6.05	HMM-based (lower-bound)	0.0	1.0	
k141_419734	16391	No	NA	29	11	0	Low-quality	Genome-fragment	41.17	AAI-based (high-confidence)	0.0	1.0	
k141_106070	6985	No	NA	13	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_449729	13397	No	NA	25	1	1	Low-quality	Genome-fragment	13.01	HMM-based (lower-bound)	0.0	1.0	
k141_744517	6495	No	NA	11	3	0	Low-quality	Genome-fragment	14.3	AAI-based (high-confidence)	0.0	1.0	
k141_744516	7040	No	NA	13	3	0	Low-quality	Genome-fragment	13.99	AAI-based (medium-confidence)	0.0	1.0	
k141_277509	45899	Yes	16132	35	3	13	Low-quality	Genome-fragment	26.28	HMM-based (lower-bound)	64.85	1.0	low-confidence Provirus
k141_84927	34288	No	NA	35	8	3	Medium-quality	Genome-fragment	55.77	AAI-based (medium-confidence)	0.0	1.0	
k141_800644	10213	No	NA	12	7	0	Low-quality	Genome-fragment	28.8	AAI-based (medium-confidence)	0.0	1.0	
k141_800643	22532	Yes	15111	32	6	8	Low-quality	Genome-fragment	28.84	AAI-based (high-confidence)	32.94	1.0	
k141_13763	20860	No	NA	47	7	0	Low-quality	Genome-fragment	38.39	AAI-based (high-confidence)	0.0	1.0	
k141_447315	8120	No	NA	9	1	0	Low-quality	Genome-fragment	18.69	AAI-based (medium-confidence)	0.0	1.0	
k141_250323	11444	No	NA	26	5	1	Low-quality	Genome-fragment	13.47	HMM-based (lower-bound)	0.0	1.0	
k141_62857	5101	No	NA	7	3	0	Low-quality	Genome-fragment	5.43	AAI-based (medium-confidence)	0.0	1.0	
k141_62858	24809	No	NA	35	10	0	Low-quality	Genome-fragment	24.7	AAI-based (medium-confidence)	0.0	1.0	
k141_762058	37185	No	NA	41	4	0	Low-quality	Genome-fragment	38.77	AAI-based (high-confidence)	0.0	1.0	
k141_762056	52206	No	NA	49	6	0	Medium-quality	Genome-fragment	53.13	AAI-based (medium-confidence)	0.0	1.0	
k141_58738	50942	No	NA	72	8	1	Medium-quality	Genome-fragment	73.67	AAI-based (high-confidence)	0.0	1.0	
k141_58737	21922	No	NA	38	8	0	Low-quality	Genome-fragment	29.61	AAI-based (high-confidence)	0.0	1.0	
k141_663028	13136	No	NA	30	7	1	Low-quality	Genome-fragment	16.81	HMM-based (lower-bound)	0.0	1.0	
k141_652593	25601	No	NA	37	11	0	Medium-quality	Genome-fragment	65.48	AAI-based (medium-confidence)	0.0	1.0	
k141_934580	22897	No	NA	24	1	1	Low-quality	Genome-fragment	11.06	HMM-based (lower-bound)	0.0	1.0	
k141_934581	6542	No	NA	6	0	1	Low-quality	Genome-fragment	4.27	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_250633	30592	No	NA	48	12	0	Medium-quality	Genome-fragment	57.72	AAI-based (high-confidence)	0.0	1.0	
k141_250634	5151	No	NA	8	2	0	Low-quality	Genome-fragment	5.67	HMM-based (lower-bound)	0.0	1.0	
k141_250635	7469	No	NA	22	3	0	Low-quality	Genome-fragment	5.02	HMM-based (lower-bound)	0.0	1.0	
k141_250632	11844	No	NA	28	4	0	Low-quality	Genome-fragment	21.68	AAI-based (high-confidence)	0.0	1.0	
k141_215431	11204	No	NA	9	6	0	Low-quality	Genome-fragment	18.57	AAI-based (medium-confidence)	0.0	1.0	
k141_215432	39460	No	NA	58	23	1	Medium-quality	Genome-fragment	65.37	AAI-based (medium-confidence)	0.0	1.0	
k141_388187	15600	No	NA	12	2	0	Low-quality	Genome-fragment	37.48	AAI-based (medium-confidence)	0.0	1.0	
k141_388188	10244	No	NA	21	7	0	Low-quality	Genome-fragment	24.23	AAI-based (high-confidence)	0.0	1.0	
k141_734595	17692	No	NA	28	8	0	Low-quality	Genome-fragment	41.13	AAI-based (high-confidence)	0.0	1.0	
k141_734594	25760	No	NA	17	1	0	Medium-quality	Genome-fragment	58.31	AAI-based (medium-confidence)	0.0	1.0	
k141_202653	19896	No	NA	22	10	3	Low-quality	Genome-fragment	43.66	AAI-based (medium-confidence)	0.0	1.0	
k141_202651	30981	No	NA	28	6	3	Low-quality	Genome-fragment	41.27	HMM-based (lower-bound)	0.0	1.0	
k141_569818	10490	No	NA	21	6	0	Low-quality	Genome-fragment	23.06	AAI-based (high-confidence)	0.0	1.0	
k141_1148157	17300	Yes	13218	24	8	3	Low-quality	Genome-fragment	19.84	HMM-based (lower-bound)	23.6	1.0	
k141_1004249	17967	Yes	10404	18	5	4	Low-quality	Genome-fragment	24.84	AAI-based (medium-confidence)	42.09	1.0	
k141_590944	7534	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_14276	13856	No	NA	16	6	0	Low-quality	Genome-fragment	30.46	AAI-based (high-confidence)	0.0	1.0	
k141_839226	21141	No	NA	16	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_133790	35053	No	NA	87	10	1	Low-quality	Genome-fragment	20.15	AAI-based (high-confidence)	0.0	1.0	
k141_133791	59282	No	NA	76	13	0	Low-quality	Genome-fragment	36.03	AAI-based (high-confidence)	0.0	1.0	
k141_783207	8106	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_483485	17478	No	NA	9	2	0	Low-quality	Genome-fragment	45.36	AAI-based (medium-confidence)	0.0	1.0	
k141_77057	8584	No	NA	16	0	0	Low-quality	Genome-fragment	2.36	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_77055	6979	No	NA	12	1	0	Low-quality	Genome-fragment	3.89	HMM-based (lower-bound)	0.0	1.0	
k141_804990	66864	Yes	34740	82	13	22	Medium-quality	Genome-fragment	67.81	AAI-based (high-confidence)	48.04	1.0	
k141_87020	13717	No	NA	19	5	0	Low-quality	Genome-fragment	26.01	AAI-based (high-confidence)	0.0	1.0	
k141_811625	5192	No	NA	6	1	0	Low-quality	Genome-fragment	12.49	AAI-based (medium-confidence)	0.0	1.0	
k141_302251	13018	No	NA	16	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_811626	7621	No	NA	10	1	0	Low-quality	Genome-fragment	18.47	AAI-based (medium-confidence)	0.0	1.0	
k141_990436	8604	No	NA	4	0	1	Low-quality	Genome-fragment	2.28	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_990437	8234	No	NA	13	0	0	Low-quality	Genome-fragment	2.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_140018	13122	No	NA	18	9	0	Low-quality	Genome-fragment	37.35	AAI-based (medium-confidence)	0.0	1.0	
k141_140019	7228	No	NA	19	3	0	Low-quality	Genome-fragment	6.42	HMM-based (lower-bound)	0.0	1.0	
k141_140020	5084	No	NA	10	3	0	Low-quality	Genome-fragment	7.4	HMM-based (lower-bound)	0.0	1.0	
k141_102981	23428	No	NA	37	14	0	Medium-quality	Genome-fragment	56.67	AAI-based (high-confidence)	0.0	1.0	
k141_605682	52738	Yes	30583	66	15	13	Medium-quality	Genome-fragment	59.29	HMM-based (lower-bound)	42.01	1.0	
k141_368575	27973	No	NA	44	12	0	Medium-quality	Genome-fragment	67.95	AAI-based (medium-confidence)	0.0	1.0	
k141_598958	9837	No	NA	15	10	0	Low-quality	Genome-fragment	16.0	HMM-based (lower-bound)	0.0	1.0	
k141_827711	7657	Yes	2950	10	2	3	Low-quality	Genome-fragment	4.82	HMM-based (lower-bound)	61.47	1.0	
k141_598960	19166	Yes	10926	21	2	5	Low-quality	Genome-fragment	17.83	HMM-based (lower-bound)	42.99	1.0	
k141_465602	5094	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_217931	5941	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_42049	41087	No	NA	56	4	3	Low-quality	Genome-fragment	11.36	AAI-based (medium-confidence)	0.0	1.0	
k141_42048	26581	No	NA	45	6	1	Low-quality	Genome-fragment	7.21	AAI-based (medium-confidence)	0.0	1.0	
k141_481609	9832	No	NA	20	3	0	Low-quality	Genome-fragment	23.79	AAI-based (medium-confidence)	0.0	1.0	
k141_481608	25203	No	NA	44	5	0	Medium-quality	Genome-fragment	74.68	AAI-based (medium-confidence)	0.0	1.0	
k141_1137131	22816	No	NA	20	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_185235	17214	No	NA	18	1	8	Low-quality	Genome-fragment	9.34	HMM-based (lower-bound)	0.0	1.0	
k141_520552	56244	No	NA	51	0	20	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_133534	10224	No	NA	21	3	0	Low-quality	Genome-fragment	9.96	AAI-based (medium-confidence)	0.0	1.0	
k141_133533	42666	No	NA	52	11	0	Low-quality	Genome-fragment	37.62	AAI-based (medium-confidence)	0.0	1.0	
k141_156890	7641	No	NA	7	2	0	Low-quality	Genome-fragment	1.81	HMM-based (lower-bound)	0.0	1.0	
k141_156891	20081	No	NA	17	1	0	Low-quality	Genome-fragment	5.63	AAI-based (high-confidence)	0.0	1.0	
k141_156892	22813	No	NA	18	3	0	Low-quality	Genome-fragment	6.37	AAI-based (medium-confidence)	0.0	1.0	
k141_236452	14065	Yes	13749	8	1	1	Low-quality	Genome-fragment	33.82	AAI-based (medium-confidence)	2.25	1.0	
k141_236453	29223	Yes	20682	44	6	5	Low-quality	Genome-fragment	49.35	AAI-based (medium-confidence)	29.23	1.0	
k141_115885	25850	No	NA	26	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_149053	73348	No	NA	50	2	23	Low-quality	Genome-fragment	45.48	HMM-based (lower-bound)	0.0	1.0	
k141_874563	9212	No	NA	11	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_115884	18592	No	NA	25	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_101133	8868	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_100950	14510	No	NA	30	8	1	Low-quality	Genome-fragment	7.89	AAI-based (high-confidence)	0.0	1.0	
k141_954027	13401	No	NA	26	0	0	Low-quality	Genome-fragment	7.24	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_100951	6373	No	NA	10	5	0	Low-quality	Genome-fragment	3.63	AAI-based (high-confidence)	0.0	1.0	
k141_252817	5207	No	NA	10	1	0	Low-quality	Genome-fragment	2.91	HMM-based (lower-bound)	0.0	1.0	
k141_252818	10018	No	NA	19	3	0	Low-quality	Genome-fragment	7.18	AAI-based (medium-confidence)	0.0	1.0	
k141_854620	9396	No	NA	16	5	0	Low-quality	Genome-fragment	19.93	AAI-based (high-confidence)	0.0	1.0	
k141_423714	5532	No	NA	7	2	0	Low-quality	Genome-fragment	11.63	AAI-based (medium-confidence)	0.0	1.0	
k141_982781	8075	No	NA	12	8	0	Low-quality	Genome-fragment	13.5	AAI-based (high-confidence)	0.0	1.0	
k141_627472	25463	No	NA	26	10	1	Medium-quality	Genome-fragment	50.52	AAI-based (medium-confidence)	0.0	1.0	
k141_619295	5567	Yes	2205	7	1	2	Low-quality	Genome-fragment	1.81	HMM-based (lower-bound)	60.39	1.0	
k141_897298	28359	Yes	17049	30	3	7	Low-quality	Genome-fragment	44.2	AAI-based (medium-confidence)	39.88	1.0	
k141_855219	9227	No	NA	15	4	0	Low-quality	Genome-fragment	18.47	AAI-based (medium-confidence)	0.0	1.0	
k141_855222	30748	No	NA	36	11	0	Medium-quality	Genome-fragment	60.44	AAI-based (medium-confidence)	0.0	1.0	
k141_1145397	7171	No	NA	9	6	0	Low-quality	Genome-fragment	14.99	AAI-based (medium-confidence)	0.0	1.0	
k141_855221	12289	No	NA	12	2	0	Low-quality	Genome-fragment	31.69	AAI-based (high-confidence)	0.0	1.0	
k141_1168101	13955	No	NA	20	9	0	Low-quality	Genome-fragment	36.37	AAI-based (high-confidence)	0.0	1.0	
k141_1168102	22754	No	NA	31	9	0	Medium-quality	Genome-fragment	55.69	AAI-based (high-confidence)	0.0	1.0	
k141_1112643	6967	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_118553	17711	Yes	13254	22	10	2	Low-quality	Genome-fragment	34.22	AAI-based (high-confidence)	25.17	1.0	
k141_443010	6905	No	NA	9	2	0	Low-quality	Genome-fragment	16.37	AAI-based (medium-confidence)	0.0	1.0	
k141_312414	13744	No	NA	29	1	0	Low-quality	Genome-fragment	18.19	HMM-based (lower-bound)	0.0	1.0	
k141_443008	19386	No	NA	17	1	0	Low-quality	Genome-fragment	8.31	HMM-based (lower-bound)	0.0	1.0	
k141_88236	7419	No	NA	12	6	0	Low-quality	Genome-fragment	14.19	AAI-based (medium-confidence)	0.0	1.0	
k141_88235	23423	No	NA	40	9	0	Low-quality	Genome-fragment	46.22	AAI-based (medium-confidence)	0.0	1.0	
k141_851168	17651	No	NA	35	6	0	Low-quality	Genome-fragment	27.45	AAI-based (medium-confidence)	0.0	1.0	
k141_993343	9951	No	NA	14	9	0	Low-quality	Genome-fragment	34.17	AAI-based (medium-confidence)	0.0	1.0	
k141_336115	11698	No	NA	9	2	1	Low-quality	Genome-fragment	7.87	HMM-based (lower-bound)	0.0	1.0	
k141_977687	24257	Yes	18527	38	4	2	Low-quality	Genome-fragment	10.68	HMM-based (lower-bound)	23.62	1.0	
k141_82109	7120	No	NA	11	8	0	Low-quality	Genome-fragment	20.56	AAI-based (high-confidence)	0.0	1.0	
k141_82108	25229	No	NA	40	9	0	Medium-quality	Genome-fragment	55.58	AAI-based (medium-confidence)	0.0	1.0	
k141_1168030	40890	No	NA	44	2	4	Low-quality	Genome-fragment	24.9	AAI-based (medium-confidence)	0.0	1.0	
k141_1168029	116095	No	NA	195	36	2	Medium-quality	Genome-fragment	82.48	AAI-based (medium-confidence)	0.0	1.0	
k141_57272	10995	No	NA	28	1	0	Low-quality	Genome-fragment	20.44	AAI-based (medium-confidence)	0.0	1.0	
k141_57273	29030	No	NA	41	7	1	Medium-quality	Genome-fragment	54.02	AAI-based (medium-confidence)	0.0	1.0	
k141_862088	17778	No	NA	20	1	0	Low-quality	Genome-fragment	11.29	AAI-based (high-confidence)	0.0	1.0	
k141_862089	9518	No	NA	16	2	1	Low-quality	Genome-fragment	11.5	AAI-based (medium-confidence)	0.0	1.0	
k141_169079	10991	No	NA	11	2	6	Low-quality	Genome-fragment	13.35	HMM-based (lower-bound)	0.0	1.0	
k141_1004716	15652	No	NA	22	12	0	Low-quality	Genome-fragment	42.53	AAI-based (medium-confidence)	0.0	1.0	
k141_15381	6219	No	NA	8	0	1	Low-quality	Genome-fragment	14.34	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_1143811	18273	No	NA	17	2	1	Low-quality	Genome-fragment	28.99	AAI-based (high-confidence)	0.0	1.0	
k141_1043214	6292	No	NA	8	7	1	Low-quality	Genome-fragment	13.51	AAI-based (high-confidence)	0.0	1.0	
k141_1043213	8583	No	NA	11	4	0	Low-quality	Genome-fragment	11.96	AAI-based (high-confidence)	0.0	1.0	
k141_531727	5453	No	NA	10	2	0	Low-quality	Genome-fragment	7.3	AAI-based (high-confidence)	0.0	1.0	
k141_531728	11051	No	NA	13	3	1	Low-quality	Genome-fragment	14.79	AAI-based (high-confidence)	0.0	1.0	
k141_228492	6167	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1018486	5054	No	NA	5	1	0	Low-quality	Genome-fragment	4.19	AAI-based (high-confidence)	0.0	1.0	
k141_667619	33650	No	NA	61	8	1	Medium-quality	Genome-fragment	51.22	HMM-based (lower-bound)	0.0	1.0	
k141_667620	5339	No	NA	12	1	0	Low-quality	Genome-fragment	7.99	HMM-based (lower-bound)	0.0	1.0	
k141_1168006	21399	No	NA	34	6	0	Low-quality	Genome-fragment	42.44	AAI-based (high-confidence)	0.0	1.0	
k141_160902	5396	No	NA	12	1	0	Low-quality	Genome-fragment	10.75	AAI-based (high-confidence)	0.0	1.0	
k141_1168005	31032	No	NA	49	18	0	Medium-quality	Genome-fragment	61.66	AAI-based (medium-confidence)	0.0	1.0	
k141_1168093	20061	No	NA	41	10	0	Medium-quality	Genome-fragment	51.79	AAI-based (high-confidence)	0.0	1.0	
k141_1168094	22436	No	NA	34	10	0	Medium-quality	Genome-fragment	57.92	AAI-based (medium-confidence)	0.0	1.0	
k141_503868	6993	No	NA	13	1	0	Low-quality	Genome-fragment	17.98	AAI-based (medium-confidence)	0.0	1.0	
k141_13001	14085	No	NA	17	3	0	Low-quality	Genome-fragment	33.84	AAI-based (medium-confidence)	0.0	1.0	
k141_30341	8754	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_30340	6316	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1168198	9754	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_1168199	9225	No	NA	18	1	0	Low-quality	Genome-fragment	4.52	HMM-based (lower-bound)	0.0	1.0	
k141_1138764	15288	No	NA	29	3	0	Low-quality	Genome-fragment	23.77	AAI-based (medium-confidence)	0.0	1.0	
k141_375911	9609	No	NA	14	3	0	Low-quality	Genome-fragment	13.2	AAI-based (medium-confidence)	0.0	1.0	
k141_514589	7880	No	NA	8	3	0	Low-quality	Genome-fragment	5.25	AAI-based (high-confidence)	0.0	1.0	
k141_514588	25635	No	NA	20	9	0	Low-quality	Genome-fragment	18.42	AAI-based (medium-confidence)	0.0	1.0	
k141_514590	12013	Yes	11295	8	1	1	Low-quality	Genome-fragment	7.1	AAI-based (high-confidence)	5.98	1.0	
k141_367450	8405	No	NA	9	1	0	Low-quality	Genome-fragment	4.66	AAI-based (medium-confidence)	0.0	1.0	
k141_367449	46527	No	NA	65	8	0	Low-quality	Genome-fragment	25.14	AAI-based (high-confidence)	0.0	1.0	
k141_210679	7532	No	NA	8	3	1	Low-quality	Genome-fragment	20.41	AAI-based (medium-confidence)	0.0	1.0	
k141_210680	7396	No	NA	11	8	0	Low-quality	Genome-fragment	16.73	AAI-based (high-confidence)	0.0	1.0	
k141_469309	17545	No	NA	13	1	1	Low-quality	Genome-fragment	26.31	AAI-based (medium-confidence)	0.0	1.0	
k141_469310	6995	No	NA	8	0	2	Low-quality	Genome-fragment	10.86	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_385026	10608	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_416929	14310	Yes	3413	16	2	7	Low-quality	Genome-fragment	5.9	HMM-based (lower-bound)	76.15	1.0	
k141_786292	12529	No	NA	24	6	0	Low-quality	Genome-fragment	39.6	AAI-based (high-confidence)	0.0	1.0	
k141_922157	10127	No	NA	13	11	0	Low-quality	Genome-fragment	32.01	AAI-based (high-confidence)	0.0	1.0	
k141_1028158	11592	No	NA	17	3	2	Low-quality	Genome-fragment	26.63	AAI-based (high-confidence)	0.0	1.0	
k141_1028159	9000	No	NA	2	0	0	Low-quality	Genome-fragment	21.68	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_1142691	10704	No	NA	13	8	0	Low-quality	Genome-fragment	34.84	AAI-based (high-confidence)	0.0	1.0	
k141_1142690	23814	No	NA	50	5	0	Medium-quality	Genome-fragment	77.18	AAI-based (medium-confidence)	0.0	1.0	
k141_967267	12199	No	NA	15	4	0	Low-quality	Genome-fragment	31.17	AAI-based (medium-confidence)	0.0	1.0	
k141_967269	7776	No	NA	10	6	0	Low-quality	Genome-fragment	19.37	AAI-based (high-confidence)	0.0	1.0	
k141_819790	5521	No	NA	7	3	0	Low-quality	Genome-fragment	10.42	AAI-based (high-confidence)	0.0	1.0	
k141_819791	5321	No	NA	6	1	0	Low-quality	Genome-fragment	9.72	AAI-based (medium-confidence)	0.0	1.0	
k141_126246	21276	No	NA	39	4	1	Low-quality	Genome-fragment	18.06	HMM-based (lower-bound)	0.0	1.0	
k141_126245	25420	No	NA	28	3	1	Low-quality	Genome-fragment	37.13	HMM-based (lower-bound)	0.0	1.0	
k141_1104065	15883	No	NA	28	3	1	Low-quality	Genome-fragment	30.69	AAI-based (high-confidence)	0.0	1.0	
k141_263410	12487	No	NA	7	1	0	Low-quality	Genome-fragment	8.0	HMM-based (lower-bound)	0.0	1.0	
