contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
k141_81045	5073	No	NA	11	1	2	Low-quality	Genome-fragment	8.81	AAI-based (medium-confidence)	0.0	1.0	
k141_204687	14908	Yes	8140	20	4	6	Low-quality	Genome-fragment	19.22	AAI-based (high-confidence)	45.4	1.0	
k141_26419	7904	No	NA	12	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_47687	19150	No	NA	29	1	3	Low-quality	Genome-fragment	7.65	AAI-based (medium-confidence)	0.0	1.0	
k141_240867	5011	No	NA	10	0	0	Low-quality	Genome-fragment	2.83	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_182940	5836	No	NA	11	4	0	Low-quality	Genome-fragment	3.34	AAI-based (high-confidence)	0.0	1.0	
k141_61016	8243	No	NA	9	2	0	Low-quality	Genome-fragment	4.71	AAI-based (high-confidence)	0.0	1.0	
k141_306349	9343	No	NA	12	2	0	Low-quality	Genome-fragment	5.36	AAI-based (high-confidence)	0.0	1.0	
k141_374891	8757	No	NA	14	4	0	Low-quality	Genome-fragment	15.36	AAI-based (high-confidence)	0.0	1.0	
k141_381161	8020	No	NA	13	6	0	Low-quality	Genome-fragment	17.32	AAI-based (high-confidence)	0.0	1.0	
k141_374890	33317	No	NA	47	22	1	Medium-quality	Genome-fragment	59.05	AAI-based (high-confidence)	0.0	1.0	
k141_374892	15484	No	NA	28	5	1	Low-quality	Genome-fragment	27.3	AAI-based (high-confidence)	0.0	1.0	
k141_55216	11391	No	NA	19	11	0	Low-quality	Genome-fragment	33.34	AAI-based (high-confidence)	0.0	1.0	
k141_92856	5210	No	NA	10	0	2	Low-quality	Genome-fragment	13.9	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_20403	8986	No	NA	8	0	2	Low-quality	Genome-fragment	9.21	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_91140	39360	Yes	32961	65	21	3	Medium-quality	Genome-fragment	73.85	AAI-based (high-confidence)	16.26	1.0	
k141_113279	5247	No	NA	5	0	2	Low-quality	Genome-fragment	3.67	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_91141	12678	Yes	9683	21	9	3	Low-quality	Genome-fragment	21.42	AAI-based (medium-confidence)	23.62	1.0	
k141_173839	44400	No	NA	40	0	21	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_332840	13374	No	NA	19	10	1	Low-quality	Genome-fragment	36.51	AAI-based (high-confidence)	0.0	1.0	
k141_332841	12482	Yes	10010	19	2	2	Low-quality	Genome-fragment	27.32	AAI-based (high-confidence)	19.8	1.0	
k141_164139	7038	No	NA	16	5	0	Low-quality	Genome-fragment	15.86	AAI-based (high-confidence)	0.0	1.0	
k141_120660	17805	No	NA	21	12	0	Low-quality	Genome-fragment	41.98	AAI-based (high-confidence)	0.0	1.0	
k141_275706	5525	No	NA	11	2	0	Low-quality	Genome-fragment	9.65	AAI-based (high-confidence)	0.0	1.0	
k141_308798	12426	No	NA	15	4	0	Low-quality	Genome-fragment	21.76	AAI-based (high-confidence)	0.0	1.0	
k141_205413	19374	Yes	17462	26	10	2	Low-quality	Genome-fragment	35.43	AAI-based (medium-confidence)	9.87	1.0	
k141_243128	7332	No	NA	12	1	4	Low-quality	Genome-fragment	12.5	AAI-based (high-confidence)	0.0	1.0	
k141_208979	5430	No	NA	3	0	2	Low-quality	Genome-fragment	4.78	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_237777	5665	No	NA	10	2	1	Low-quality	Genome-fragment	9.78	HMM-based (lower-bound)	0.0	1.0	
k141_243126	40817	No	NA	75	14	1	Medium-quality	Genome-fragment	70.39	AAI-based (high-confidence)	0.0	1.0	
k141_387016	5646	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_396594	7664	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_369612	5845	No	NA	3	0	1	Low-quality	Genome-fragment	3.81	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_237778	5382	No	NA	11	1	0	Low-quality	Genome-fragment	11.95	AAI-based (high-confidence)	0.0	1.0	
k141_187055	10765	No	NA	15	7	0	Low-quality	Genome-fragment	17.32	AAI-based (high-confidence)	0.0	1.0	
k141_107865	9999	No	NA	14	11	0	Low-quality	Genome-fragment	16.2	AAI-based (high-confidence)	0.0	1.0	
k141_144560	9843	No	NA	16	2	1	Low-quality	Genome-fragment	9.95	AAI-based (medium-confidence)	0.0	1.0	
k141_101241	6103	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_135710	5018	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_304564	30901	No	NA	46	8	3	Medium-quality	Genome-fragment	72.31	AAI-based (high-confidence)	0.0	1.0	
k141_130982	6370	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_136623	5119	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
k141_299413	13232	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_304565	30044	Yes	17083	32	12	9	Low-quality	Genome-fragment	39.67	AAI-based (high-confidence)	43.14	1.0	
k141_39715	6267	No	NA	6	0	3	Low-quality	Genome-fragment	4.02	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_223803	6131	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_352993	11048	No	NA	20	2	0	Low-quality	Genome-fragment	22.62	AAI-based (high-confidence)	0.0	1.0	
k141_352995	11003	Yes	5104	14	2	2	Low-quality	Genome-fragment	10.43	AAI-based (high-confidence)	53.61	1.0	
k141_175498	8838	No	NA	8	4	0	Low-quality	Genome-fragment	14.81	AAI-based (medium-confidence)	0.0	1.0	
k141_175495	16396	No	NA	41	7	2	Low-quality	Genome-fragment	25.81	AAI-based (high-confidence)	0.0	1.0	
k141_440418	26006	No	NA	34	19	0	Medium-quality	Genome-fragment	60.38	AAI-based (high-confidence)	0.0	1.0	
k141_440419	16907	No	NA	16	4	0	Low-quality	Genome-fragment	39.31	AAI-based (high-confidence)	0.0	1.0	
k141_252126	5935	No	NA	6	3	0	Low-quality	Genome-fragment	14.12	AAI-based (medium-confidence)	0.0	1.0	
k141_10694	5150	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_252125	6554	No	NA	10	7	0	Low-quality	Genome-fragment	16.33	AAI-based (high-confidence)	0.0	1.0	
k141_352994	8091	No	NA	10	6	0	Low-quality	Genome-fragment	16.45	AAI-based (high-confidence)	0.0	1.0	
k141_332903	15950	No	NA	13	0	11	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_291246	5407	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_79539	99828	Yes	9148	98	4	57	Low-quality	Genome-fragment	20.17	AAI-based (medium-confidence)	90.84	1.0	contig >1.5x longer than expected genome length
k141_378464	5932	Yes	3574	7	1	2	Low-quality	Genome-fragment	5.13	AAI-based (high-confidence)	39.75	1.0	
k141_405381	7151	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_212713	6746	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_310371	5974	No	NA	8	1	0	Low-quality	Genome-fragment	7.9	HMM-based (lower-bound)	0.0	1.0	
k141_224693	20479	No	NA	16	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_97325	5690	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_266942	5786	No	NA	8	2	0	Low-quality	Genome-fragment	13.7	AAI-based (high-confidence)	0.0	1.0	
k141_51831	8177	No	NA	15	1	0	Low-quality	Genome-fragment	19.08	AAI-based (high-confidence)	0.0	1.0	
k141_2466	13638	No	NA	15	4	0	Low-quality	Genome-fragment	25.51	AAI-based (high-confidence)	0.0	1.0	
k141_282995	15291	No	NA	30	3	0	Low-quality	Genome-fragment	29.01	AAI-based (high-confidence)	0.0	1.0	
k141_289598	5169	No	NA	12	1	0	Low-quality	Genome-fragment	12.27	AAI-based (high-confidence)	0.0	1.0	
k141_2465	5020	No	NA	7	3	0	Low-quality	Genome-fragment	9.71	AAI-based (high-confidence)	0.0	1.0	
k141_244944	5061	No	NA	6	1	0	Low-quality	Genome-fragment	12.76	AAI-based (high-confidence)	0.0	1.0	
k141_27331	7881	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_134369	7702	No	NA	10	0	1	Low-quality	Genome-fragment	5.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_126912	5480	No	NA	7	3	0	Low-quality	Genome-fragment	12.25	AAI-based (high-confidence)	0.0	1.0	
k141_364192	7039	No	NA	5	1	0	Low-quality	Genome-fragment	15.08	AAI-based (high-confidence)	0.0	1.0	
k141_364193	5721	No	NA	10	0	0	Low-quality	Genome-fragment	12.29	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_142097	9322	No	NA	14	2	0	Low-quality	Genome-fragment	20.24	AAI-based (high-confidence)	0.0	1.0	
k141_31697	9901	No	NA	13	2	0	Low-quality	Genome-fragment	22.68	AAI-based (high-confidence)	0.0	1.0	
k141_221579	6326	No	NA	5	1	0	Low-quality	Genome-fragment	14.77	AAI-based (high-confidence)	0.0	1.0	
k141_31698	7129	No	NA	10	0	0	Low-quality	Genome-fragment	16.36	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_277526	7035	No	NA	8	1	0	Low-quality	Genome-fragment	16.43	AAI-based (high-confidence)	0.0	1.0	
k141_195576	5723	No	NA	14	3	0	Low-quality	Genome-fragment	10.47	AAI-based (high-confidence)	0.0	1.0	
k141_272921	15202	No	NA	21	2	1	Low-quality	Genome-fragment	27.79	AAI-based (high-confidence)	0.0	1.0	
k141_236443	7523	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_62557	30975	No	NA	41	17	0	Medium-quality	Genome-fragment	87.23	AAI-based (high-confidence)	0.0	1.0	
k141_66541	5101	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_236441	11073	No	NA	18	1	1	Low-quality	Genome-fragment	16.57	HMM-based (lower-bound)	0.0	1.0	
k141_41437	9901	No	NA	13	1	0	Low-quality	Genome-fragment	22.01	AAI-based (high-confidence)	0.0	1.0	
k141_41435	9889	No	NA	13	1	0	Low-quality	Genome-fragment	22.0	AAI-based (medium-confidence)	0.0	1.0	
k141_41438	5709	No	NA	12	0	1	Low-quality	Genome-fragment	13.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_365906	7829	No	NA	6	3	0	Low-quality	Genome-fragment	16.53	AAI-based (high-confidence)	0.0	1.0	
k141_124698	8812	No	NA	21	0	0	Low-quality	Genome-fragment	24.83	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_198383	7740	No	NA	5	0	4	Low-quality	Genome-fragment	4.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_17200	5384	No	NA	5	0	2	Low-quality	Genome-fragment	5.35	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_42032	5380	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_171483	5219	No	NA	5	0	3	Low-quality	Genome-fragment	2.69	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_124696	5943	No	NA	13	10	0	Low-quality	Genome-fragment	16.73	AAI-based (high-confidence)	0.0	1.0	
k141_73506	10122	No	NA	16	1	3	Low-quality	Genome-fragment	23.73	AAI-based (high-confidence)	0.0	1.0	
k141_234158	9246	No	NA	13	8	0	Low-quality	Genome-fragment	17.28	AAI-based (high-confidence)	0.0	1.0	
k141_58101	5514	No	NA	11	4	0	Low-quality	Genome-fragment	10.33	AAI-based (high-confidence)	0.0	1.0	
k141_113	5883	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_70086	7340	Yes	1886	8	2	5	Low-quality	Genome-fragment	2.26	HMM-based (lower-bound)	74.31	1.0	
k141_215542	44885	No	NA	45	2	33	Medium-quality	Genome-fragment	67.45	HMM-based (lower-bound)	0.0	1.0	
k141_274524	16610	No	NA	17	1	10	Low-quality	Genome-fragment	24.63	HMM-based (lower-bound)	0.0	1.0	
k141_152209	11592	Yes	3250	12	2	5	Low-quality	Genome-fragment	5.25	HMM-based (lower-bound)	71.96	1.0	
k141_145805	58622	Yes	25945	80	19	18	Medium-quality	Genome-fragment	73.43	AAI-based (high-confidence)	55.74	1.0	contig >1.5x longer than expected genome length; low-confidence Provirus
k141_309745	18574	Yes	10166	24	3	3	Low-quality	Genome-fragment	11.64	HMM-based (lower-bound)	45.27	1.0	
k141_48828	15131	No	NA	19	3	0	Low-quality	Genome-fragment	7.64	AAI-based (high-confidence)	0.0	1.0	
k141_111092	6243	No	NA	6	0	1	Low-quality	Genome-fragment	19.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_325307	6289	No	NA	5	1	0	Low-quality	Genome-fragment	2.83	HMM-based (lower-bound)	0.0	1.0	
k141_329234	5746	No	NA	6	0	1	Low-quality	Genome-fragment	5.12	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_382951	7080	No	NA	10	2	0	Low-quality	Genome-fragment	16.01	AAI-based (high-confidence)	0.0	1.0	
k141_382950	7248	No	NA	13	3	0	Low-quality	Genome-fragment	15.94	AAI-based (high-confidence)	0.0	1.0	
k141_382948	5547	No	NA	8	0	1	Low-quality	Genome-fragment	12.01	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_185704	7317	No	NA	9	4	0	Low-quality	Genome-fragment	13.38	AAI-based (high-confidence)	0.0	1.0	
k141_109822	5590	No	NA	7	1	0	Low-quality	Genome-fragment	12.65	AAI-based (high-confidence)	0.0	1.0	
k141_290316	12555	No	NA	14	4	0	Low-quality	Genome-fragment	42.62	HMM-based (lower-bound)	0.0	1.0	
k141_44346	5019	No	NA	7	0	0	Low-quality	Genome-fragment	7.0	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_370934	20239	No	NA	31	13	0	Low-quality	Genome-fragment	49.49	AAI-based (high-confidence)	0.0	1.0	
k141_406459	14175	No	NA	27	2	1	Low-quality	Genome-fragment	8.6	HMM-based (lower-bound)	0.0	1.0	
k141_35263	7493	No	NA	10	6	0	Low-quality	Genome-fragment	13.36	AAI-based (high-confidence)	0.0	1.0	
k141_35261	7566	No	NA	7	3	0	Low-quality	Genome-fragment	13.51	AAI-based (high-confidence)	0.0	1.0	
k141_35262	5586	No	NA	7	3	0	Low-quality	Genome-fragment	10.11	AAI-based (high-confidence)	0.0	1.0	
k141_370936	10186	No	NA	5	4	0	Low-quality	Genome-fragment	24.65	AAI-based (high-confidence)	0.0	1.0	
k141_370935	5611	No	NA	12	11	0	Low-quality	Genome-fragment	13.96	AAI-based (high-confidence)	0.0	1.0	
k141_138408	5378	No	NA	9	2	0	Low-quality	Genome-fragment	9.59	AAI-based (high-confidence)	0.0	1.0	
k141_140003	5243	No	NA	8	1	0	Low-quality	Genome-fragment	12.7	AAI-based (high-confidence)	0.0	1.0	
k141_16620	19794	No	NA	27	14	1	Low-quality	Genome-fragment	49.49	AAI-based (high-confidence)	0.0	1.0	
k141_16621	7270	No	NA	6	5	0	Low-quality	Genome-fragment	18.63	AAI-based (high-confidence)	0.0	1.0	
k141_44823	6047	No	NA	9	1	0	Low-quality	Genome-fragment	15.5	AAI-based (high-confidence)	0.0	1.0	
k141_340358	5768	No	NA	9	4	0	Low-quality	Genome-fragment	12.34	AAI-based (medium-confidence)	0.0	1.0	
k141_361812	13046	No	NA	22	3	0	Low-quality	Genome-fragment	11.95	HMM-based (lower-bound)	0.0	1.0	
k141_245643	5466	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_245642	10456	No	NA	13	4	0	Low-quality	Genome-fragment	36.44	AAI-based (high-confidence)	0.0	1.0	
k141_95159	38035	No	NA	24	4	0	Low-quality	Genome-fragment	34.97	AAI-based (high-confidence)	0.0	1.0	
k141_95162	6749	No	NA	10	2	0	Low-quality	Genome-fragment	6.19	AAI-based (high-confidence)	0.0	1.0	
k141_95160	17436	No	NA	14	1	0	Low-quality	Genome-fragment	15.95	AAI-based (high-confidence)	0.0	1.0	
k141_95161	33229	No	NA	43	3	0	Low-quality	Genome-fragment	30.59	AAI-based (high-confidence)	0.0	1.0	
k141_145788	8838	No	NA	12	5	0	Low-quality	Genome-fragment	24.33	AAI-based (high-confidence)	0.0	1.0	
k141_145787	13353	No	NA	20	5	0	Low-quality	Genome-fragment	36.82	AAI-based (high-confidence)	0.0	1.0	
k141_222895	7333	No	NA	12	3	0	Low-quality	Genome-fragment	14.74	HMM-based (lower-bound)	0.0	1.0	
k141_222894	7458	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_27335	6553	No	NA	9	4	0	Low-quality	Genome-fragment	13.53	AAI-based (high-confidence)	0.0	1.0	
k141_27336	9012	No	NA	14	4	0	Low-quality	Genome-fragment	13.37	AAI-based (high-confidence)	0.0	1.0	
k141_27334	17065	No	NA	22	14	2	Low-quality	Genome-fragment	39.17	AAI-based (high-confidence)	0.0	1.0	
k141_96887	17041	No	NA	32	1	3	Low-quality	Genome-fragment	26.59	AAI-based (medium-confidence)	0.0	1.0	
k141_318667	15303	No	NA	29	6	2	Low-quality	Genome-fragment	24.38	AAI-based (medium-confidence)	0.0	1.0	
k141_250187	10989	No	NA	12	7	0	Low-quality	Genome-fragment	18.02	AAI-based (high-confidence)	0.0	1.0	
k141_250186	35802	No	NA	46	9	3	Medium-quality	Genome-fragment	58.33	AAI-based (high-confidence)	0.0	1.0	
k141_98173	24141	No	NA	49	12	0	Low-quality	Genome-fragment	39.09	AAI-based (high-confidence)	0.0	1.0	
k141_277300	36875	No	NA	31	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_250191	5244	No	NA	6	2	0	Low-quality	Genome-fragment	8.89	AAI-based (high-confidence)	0.0	1.0	
k141_362023	9390	No	NA	16	13	0	Low-quality	Genome-fragment	28.62	AAI-based (high-confidence)	0.0	1.0	
k141_343050	9858	No	NA	13	0	1	Low-quality	Genome-fragment	18.03	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_70337	9389	No	NA	11	1	1	Low-quality	Genome-fragment	10.3	AAI-based (medium-confidence)	0.0	1.0	
k141_5800	13260	No	NA	22	2	1	Low-quality	Genome-fragment	14.48	AAI-based (medium-confidence)	0.0	1.0	
k141_117548	6210	No	NA	13	5	0	Low-quality	Genome-fragment	11.22	AAI-based (high-confidence)	0.0	1.0	
k141_438525	5543	Yes	2801	7	1	2	Low-quality	Genome-fragment	4.24	AAI-based (medium-confidence)	49.47	1.0	
k141_117546	8348	No	NA	7	3	0	Low-quality	Genome-fragment	14.91	AAI-based (high-confidence)	0.0	1.0	
k141_256879	18390	No	NA	32	4	0	Low-quality	Genome-fragment	30.29	AAI-based (high-confidence)	0.0	1.0	
k141_256880	38393	No	NA	53	19	0	Medium-quality	Genome-fragment	63.24	AAI-based (high-confidence)	0.0	1.0	
k141_20266	5606	No	NA	14	3	0	Low-quality	Genome-fragment	9.08	AAI-based (high-confidence)	0.0	1.0	
k141_199428	20921	No	NA	23	11	0	Low-quality	Genome-fragment	33.9	AAI-based (high-confidence)	0.0	1.0	
k141_199429	12570	No	NA	20	5	2	Low-quality	Genome-fragment	20.37	AAI-based (high-confidence)	0.0	1.0	
k141_199427	15376	No	NA	21	12	0	Low-quality	Genome-fragment	24.91	AAI-based (high-confidence)	0.0	1.0	
k141_20267	16614	No	NA	34	1	6	Low-quality	Genome-fragment	26.92	AAI-based (high-confidence)	0.0	1.0	
k141_232196	7308	No	NA	10	5	0	Low-quality	Genome-fragment	14.79	AAI-based (high-confidence)	0.0	1.0	
k141_217630	11236	No	NA	19	3	0	Low-quality	Genome-fragment	22.05	AAI-based (high-confidence)	0.0	1.0	
k141_115028	61479	No	NA	33	3	0	Medium-quality	Genome-fragment	64.41	AAI-based (high-confidence)	0.0	1.0	
k141_115027	7582	No	NA	10	1	0	Low-quality	Genome-fragment	7.95	AAI-based (high-confidence)	0.0	1.0	
k141_115030	15700	No	NA	22	4	0	Low-quality	Genome-fragment	16.45	AAI-based (high-confidence)	0.0	1.0	
k141_254948	5201	No	NA	7	0	1	Low-quality	Genome-fragment	6.47	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_87231	7355	No	NA	14	2	1	Low-quality	Genome-fragment	16.97	AAI-based (high-confidence)	0.0	1.0	
k141_84672	8832	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_214178	5490	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_329383	5206	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_17530	5278	No	NA	5	1	2	Low-quality	Genome-fragment	5.92	HMM-based (lower-bound)	0.0	1.0	
k141_280891	6232	No	NA	9	2	0	Low-quality	Genome-fragment	32.85	AAI-based (high-confidence)	0.0	1.0	
k141_19665	27514	No	NA	27	4	0	Low-quality	Genome-fragment	17.28	AAI-based (high-confidence)	0.0	1.0	
k141_165337	5045	No	NA	5	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_323149	5622	No	NA	8	1	1	Low-quality	Genome-fragment	6.99	AAI-based (high-confidence)	0.0	1.0	
k141_53755	5934	No	NA	10	0	1	Low-quality	Genome-fragment	14.21	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_5837	6155	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_173553	6180	No	NA	4	0	2	Low-quality	Genome-fragment	4.46	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
k141_64816	6042	No	NA	12	2	0	Low-quality	Genome-fragment	7.52	AAI-based (high-confidence)	0.0	1.0	
k141_42423	19671	No	NA	20	1	9	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
k141_57285	6400	No	NA	10	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_36159	5973	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_130727	8064	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
k141_19668	18266	No	NA	23	2	0	Low-quality	Genome-fragment	11.54	AAI-based (high-confidence)	0.0	1.0	
k141_87229	7467	No	NA	11	4	0	Low-quality	Genome-fragment	15.92	AAI-based (high-confidence)	0.0	1.0	
k141_87228	20387	No	NA	22	12	0	Medium-quality	Genome-fragment	53.31	AAI-based (medium-confidence)	0.0	1.0	
k141_263350	7877	No	NA	9	4	0	Low-quality	Genome-fragment	12.89	AAI-based (high-confidence)	0.0	1.0	
k141_263349	7891	No	NA	9	3	0	Low-quality	Genome-fragment	12.91	AAI-based (high-confidence)	0.0	1.0	
k141_277364	15548	No	NA	23	4	1	Low-quality	Genome-fragment	25.44	AAI-based (high-confidence)	0.0	1.0	
k141_300923	9716	No	NA	19	2	0	Low-quality	Genome-fragment	5.52	AAI-based (high-confidence)	0.0	1.0	
k141_285905	8180	No	NA	21	1	0	Low-quality	Genome-fragment	4.65	AAI-based (high-confidence)	0.0	1.0	
k141_300924	5997	No	NA	8	0	1	Low-quality	Genome-fragment	3.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_207571	13371	No	NA	14	5	0	Low-quality	Genome-fragment	7.54	AAI-based (high-confidence)	0.0	1.0	
k141_300919	14960	No	NA	29	3	0	Low-quality	Genome-fragment	8.46	AAI-based (high-confidence)	0.0	1.0	
k141_300920	14390	No	NA	30	10	1	Low-quality	Genome-fragment	8.19	AAI-based (high-confidence)	0.0	1.0	
k141_120726	10242	No	NA	16	0	0	Low-quality	Genome-fragment	5.81	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
k141_49046	39612	Yes	31354	51	5	4	Low-quality	Genome-fragment	17.97	AAI-based (high-confidence)	20.85	1.0	
