name	reference	contig_count	length	completion	contamination
k141_555666	contig_47184||full: 36551bp	1	15401	41.38600859073623	0.0
k141_993125	contig_665||0_partial: 143263bp	1	59621	41.35820134996475	0.0
k141_40525	contig_78589||full: 41550bp	1	17149	41.26353790613718	0.0
k141_169079	contig_39919||full: 26114bp	1	10991	41.24607490235123	0.0
k141_994547	contig_74062||full: 40255bp	1	16499	40.96882374860266	0.0
k141_710763	contig_78887||full: 37179bp	1	15227	40.94246752198822	0.0
k141_58190	contig_74942||full: 42674bp	1	19465	40.90546937245161	0.0
k141_734595	contig_39572||full: 43305bp	1	17692	40.826694377092714	0.0
k141_730421	contig_55966||full: 23349bp	1	9604	40.738361385926595	0.0
k141_487879	contig_2125||0_partial: 336006bp	1	136445	40.607310583739576	0.0
k141_1168037	contig_10358||full: 122301bp	1	49515	40.46246555629145	0.0
k141_1168072	contig_46064||full: 40584bp	1	16598	40.44451015178395	0.0
k141_288350	contig_78432||full: 32356bp	1	13159	40.39127209791074	0.0
k141_273254	contig_78240||full: 46116bp	1	18556	40.222482435597186	0.0
k141_84927	contig_65409||1_partial: 85526bp	1	34288	40.087224937445924	0.0
k141_152327	contig_75708||0_partial: 24398bp	1	9525	39.90491023854414	0.0
k141_426799	contig_78705||full: 37358bp	1	15007	39.86027089244606	0.0
k141_786292	contig_60655||full: 30160bp	1	12529	39.277188328912466	0.0
k141_762058	contig_57905||full: 93589bp	1	37185	39.202256675464	0.0
k141_58188	contig_74942||full: 42674bp	1	16645	39.10812204152411	0.0
k141_147669	contig_69580||full: 80366bp	1	36080	39.088669337779656	0.0
k141_645243	contig_34782||full: 87230bp	1	35936	39.0324429668692	0.0
k141_742654	contig_665||2_partial: 21860bp	1	8484	38.79231473010064	0.0
k141_801735	contig_49657||full: 39435bp	1	13787	38.656016229237984	0.0
k141_167868	contig_60275||full: 103382bp	1	41119	38.56570776344044	0.0
k141_625387	contig_9848||full: 30250bp	1	11650	38.3801652892562	0.0
k141_549773	contig_68624||full: 43301bp	1	16606	38.34784416064294	0.0
k141_356039	contig_65919||full: 25915bp	1	10180	38.109203164190625	0.0
k141_32975	contig_58479||full: 45694bp	1	17455	38.02030901212413	0.0
k141_419734	contig_69641||full: 43067bp	1	16391	37.99196600645506	0.0
k141_876170	contig_78878||full: 40158bp	1	15145	37.519298769859056	0.0
k141_962877	contig_78675||full: 30806bp	1	11465	37.20054534830877	0.0
k141_29900	contig_78152||full: 35165bp	1	14906	36.937295606426844	0.0
k141_846796	contig_69387||full: 15523bp	1	5903	36.62951749017587	0.0
k141_327559	contig_15425||full: 90502bp	1	32978	36.43565888046673	0.0
k141_1163082	contig_78880||full: 48226bp	1	17556	36.23149338531083	0.0
k141_710764	contig_78887||full: 37179bp	1	13491	36.06874848704914	0.0
k141_616110	contig_68550||full: 31983bp	1	11517	36.000375199324644	0.0
k141_893238	contig_76424||full: 57645bp	1	20754	35.99444878133403	0.0
k141_115884	contig_1508||1_partial: 48600bp	1	18592	35.81687242798354	0.0
k141_598958	contig_3556||1_partial: 28122bp	1	9837	35.67313846810326	0.0
k141_215828	contig_79012||full: 29565bp	1	10543	35.42026044309149	0.0
k141_336564	contig_70563||full: 32365bp	1	11634	35.28194036768114	0.0
k141_848052	contig_65326||full: 25551bp	1	9059	35.18844663613949	0.0
k141_385311	contig_74154||full: 14428bp	1	5534	35.160798447463264	0.0
k141_687757	contig_73195||full: 29837bp	1	10861	34.624794717967625	0.0
k141_95559	contig_78965||full: 31459bp	1	10840	34.292253409199276	0.0
k141_128988	contig_3446||0_partial: 25667bp	1	8781	34.20345190322204	0.0
k141_1138765	contig_67816||full: 68537bp	1	25841	34.06335264163882	0.0
k141_804990	contig_2342||0_partial: 197839bp	1	66864	33.7961675908188	0.0
k141_1168084	contig_74742||full: 54878bp	1	18541	33.7694522395131	0.0
k141_542022	contig_38610||full: 39686bp	1	13396	33.7448974449428	0.0
k141_1168035	contig_10358||full: 122301bp	1	40864	33.41019288476791	0.0
k141_821693	contig_47888||full: 41506bp	1	13782	33.19760998409868	0.0
k141_13001	contig_78525||full: 42416bp	1	14085	33.19030554507733	0.0
k141_141996	contig_23097||full: 36640bp	1	11738	33.18777292576419	0.0
k141_11100	contig_15471||full: 44871bp	1	14842	33.132758351719374	0.0
k141_1168074	contig_75760||full: 39845bp	1	13083	32.83222487137658	0.0
k141_521907	contig_69044||full: 32952bp	1	11012	32.74459820344744	0.0
k141_1008903	contig_67608||full: 34572bp	1	11231	32.477149138030775	0.0
k141_1102883	contig_39081||full: 22412bp	1	7204	32.47367481706229	0.0
k141_416329	contig_17485||full: 34851bp	1	11362	32.26880146911136	0.0
k141_818656	contig_1378||0_partial: 69876bp	1	23754	32.06966626595684	0.0
k141_499937	contig_78675||full: 30806bp	1	10353	31.987275206128675	0.0
k141_792101	contig_22280||0_partial: 122382bp	1	39417	31.864163030511023	0.0
k141_719077	contig_78229||full: 161391bp	1	51259	31.644267648134036	0.0
k141_236453	scaffold_13319||1_partial: 79633bp	1	29223	31.636381901975312	0.0
k141_426800	contig_78705||full: 37358bp	1	11697	31.297178649820655	0.0
k141_941374	contig_71847||full: 17407bp	1	5479	31.234560808869993	0.0
k141_922157	contig_60655||full: 30160bp	1	10127	31.203580901856764	0.0
k141_1168090	contig_43377||full: 38301bp	1	11365	31.200229759014125	0.0
k141_1168100	contig_78143||full: 37835bp	1	11795	31.161622835998415	0.0
k141_549530	contig_78755||full: 43792bp	1	13579	31.00337961271465	0.0
k141_84424	contig_17484||full: 19905bp	1	6162	30.946998241647826	0.0
k141_1140448	contig_78451||full: 64223bp	1	22486	30.78647836444887	0.0
k141_1142691	contig_68020||full: 34462bp	1	10704	30.735302652196623	0.0
k141_659260	contig_74724||full: 104106bp	1	31707	30.587093923501047	0.0
k141_167867	contig_60275||full: 103382bp	1	31574	30.53626356619141	0.0
k141_159410	contig_52675||full: 166934bp	1	55335	30.416811434459127	0.0
k141_663028	contig_78524||full: 43206bp	1	13136	30.282831088274776	0.0
k141_1168066	contig_78699||full: 65144bp	1	20037	30.22688198452659	0.0
k141_967267	contig_47797||full: 38220bp	1	12199	30.156985871271587	0.0
k141_1032482	contig_44349||1_partial: 92577bp	1	27943	30.137075083444053	0.0
k141_687756	contig_73195||full: 29837bp	1	9073	30.130375037704862	0.0
k141_58737	contig_78104||full: 73072bp	1	21922	29.993704839062843	0.0
k141_993343	contig_41062||full: 33196bp	1	9951	29.967465959754186	0.0
k141_1050685	contig_43890||full: 46727bp	1	13645	29.616709825154622	0.0
k141_237404	contig_78980||full: 58876bp	1	17386	29.52306542564033	0.0
k141_126245	contig_78923||full: 86330bp	1	25420	29.44167728483725	0.0
k141_985810	contig_34232||full: 100945bp	1	29600	29.283273069493287	0.0
k141_199098	contig_72130||full: 51324bp	1	15025	29.265061179954795	0.0
k141_12896	contig_74452||full: 132041bp	1	38641	29.213653334948994	0.0
k141_699345	contig_26315||full: 41484bp	1	12091	28.854498119757015	0.0
k141_482240	contig_78722||full: 41754bp	1	12008	28.751736360588207	0.0
k141_934250	contig_18603||1_partial: 95685bp	1	26498	28.738046715786172	0.0
k141_426798	contig_78705||full: 37358bp	1	10753	28.671235076824242	0.0
k141_481609	contig_78621||full: 34327bp	1	9832	28.62761091851895	0.0
k141_1168075	contig_75760||full: 39845bp	1	11379	28.55565315597942	0.0
k141_401148	contig_78539||full: 36740bp	1	10483	28.530212302667394	0.0
k141_867968	contig_77854||full: 33263bp	1	9466	28.4490274479151	0.0
k141_1087120	contig_69044||full: 32952bp	1	9343	28.304806991988347	0.0
k141_128987	contig_3446||0_partial: 25667bp	1	7519	28.164569291307906	0.0
k141_559934	contig_1537||0_partial: 30226bp	1	8481	28.052008204856747	0.0
k141_152195	contig_73305||full: 35708bp	1	10244	27.990926403046938	0.0
k141_1096537	contig_78988||full: 37410bp	1	10404	27.805399625768512	0.0
k141_29901	contig_78152||full: 35165bp	1	9775	27.786151002417178	0.0
k141_504069	contig_73910||full: 244398bp	1	67421	27.49531501894451	0.0
k141_1102884	contig_39081||full: 22412bp	1	6205	27.373728359807245	0.0
k141_1138763	contig_28769||full: 35853bp	1	9804	27.339413717122696	0.0
k141_499851	contig_55938||full: 40801bp	1	10915	27.227273841327417	0.0
k141_827711	contig_3556||1_partial: 28122bp	1	7657	27.22068131711827	0.0
k141_368575	contig_3556||0_partial: 102794bp	1	27973	27.126096853901977	0.0
k141_208468	contig_3511||0_partial: 45785bp	1	13082	27.063448727749265	0.0
k141_292022	contig_57485||full: 116430bp	1	30749	26.407283346216612	0.0
k141_396773	contig_60721||full: 185336bp	1	48877	26.370483877929814	0.0
k141_69840	contig_17190||full: 201664bp	1	55945	26.353241034592195	0.0
k141_1168071	contig_46064||full: 40584bp	1	10579	26.06199487482752	0.0
k141_46673	contig_78916||full: 106336bp	1	27350	25.717536864279264	0.0
k141_559933	contig_1537||0_partial: 30226bp	1	7835	25.68649507046913	0.0
k141_1168030	contig_61938||full: 159417bp	1	40890	25.67417527616252	0.0
k141_682659	contig_9213||full: 153441bp	1	40716	25.662632542801468	0.0
k141_706972	contig_48724||full: 38382bp	1	11116	25.608358084518784	0.0
k141_1044185	contig_78995||full: 91182bp	1	23529	25.512710842052158	0.0
k141_305663	contig_3089||0_partial: 37508bp	1	9549	25.397248586968114	0.0
k141_996529	contig_78615||full: 37211bp	1	9541	25.325844508344307	0.0
k141_118553	contig_2013||1_partial: 69425bp	1	17711	25.30068419157364	0.0
k141_472411	contig_45623||full: 36905bp	1	9456	25.243191979406586	0.0
k141_1145685	contig_34890||full: 145232bp	1	36636	25.21827145532665	0.0
k141_168763	contig_8571||0_partial: 52092bp	1	13074	25.094064347692544	0.0
k141_126246	contig_78923||full: 86330bp	1	21276	24.802502027105295	0.0
k141_389149	contig_44546||full: 55685bp	1	13903	24.785848971895483	0.0
k141_60949	contig_54890||full: 33389bp	1	8223	24.618886459612447	0.0
k141_781801	contig_29066||full: 36430bp	1	8911	24.455119407082076	0.0
k141_1168068	contig_78699||full: 65144bp	1	15717	24.120410168242664	0.0
k141_768052	contig_77601||full: 36355bp	1	9745	24.024205748865356	0.0
k141_215830	contig_79012||full: 29565bp	1	7240	23.960764417385423	0.0
k141_405490	contig_75344||full: 29358bp	1	7027	23.921929286736155	0.0
k141_405491	contig_75344||full: 29358bp	1	7148	23.864023434838884	0.0
k141_1021206	contig_77602||full: 57775bp	1	14012	23.858070099524017	0.0
k141_687755	contig_73195||full: 29837bp	1	7093	23.792606495291082	0.0
k141_159411	contig_52675||full: 166934bp	1	39660	23.757293301544323	0.0
k141_375911	contig_28769||full: 35853bp	1	9609	23.627032605360778	0.0
k141_1168069	contig_78699||full: 65144bp	1	15490	23.60309468254943	0.0
k141_215829	contig_79012||full: 29565bp	1	6952	23.50414341281921	0.0
k141_128705	contig_2560||full: 26373bp	1	6846	23.478557615743373	0.0
k141_1012317	contig_77201||full: 84891bp	1	19971	23.458317136092166	0.0
k141_483485	contig_877||1_partial: 75741bp	1	17478	23.25292774058964	0.0
k141_172801	contig_66533||full: 52599bp	1	12615	23.22477613642845	0.0
k141_723035	contig_2101||0_partial: 79455bp	1	20987	23.01428481530426	0.0
k141_367449	contig_78622||full: 202434bp	1	46527	22.981811355799916	0.0
k141_452623	contig_48724||full: 38382bp	1	8785	22.885727684852274	0.0
k141_182429	contig_73910||full: 244398bp	1	55749	22.793558048756537	0.0
k141_670074	contig_72522||full: 106206bp	1	25663	22.77178313842909	0.0
k141_261898	contig_77601||full: 36355bp	1	8401	22.703892174391417	0.0
k141_744516	contig_9933||0_partial: 31106bp	1	7040	22.629074776570437	0.0
k141_82109	contig_39212||full: 31750bp	1	7120	22.20472440944882	0.0
k141_153243	contig_4644||full: 46843bp	1	9944	22.1890143671413	0.0
k141_912329	contig_55462||full: 38751bp	1	8727	22.017496322675544	0.0
k141_260658	contig_28623||full: 69156bp	1	17771	21.976401179941004	0.0
k141_336563	contig_70563||full: 32365bp	1	7105	21.94654719604511	0.0
k141_1028158	contig_18284||full: 52856bp	1	11592	21.92750113515968	0.0
k141_85752	contig_70524||full: 26278bp	1	5759	21.900449044828374	0.0
k141_1100080	contig_73607||full: 30625bp	1	6675	21.782857142857143	0.0
k141_98922	scaffold_53983||0_partial: 55677bp	1	12255	21.752249582412844	0.0
k141_1168067	contig_78699||full: 65144bp	1	14155	21.722645216750582	0.0
k141_17313	contig_78249||full: 51208bp	1	11122	21.717309795344477	0.0
k141_1034509	contig_44349||0_partial: 89698bp	1	19635	21.712858703650024	0.0
k141_373450	contig_78995||full: 91182bp	1	19792	21.699458226404335	0.0
k141_864618	contig_9383||full: 84715bp	1	18315	21.617187038895118	0.0
k141_152326	contig_75708||0_partial: 24398bp	1	5271	21.587835068448232	0.0
k141_472410	contig_45623||full: 36905bp	1	7975	21.571602763853136	0.0
k141_250632	contig_78330||full: 55339bp	1	11844	21.42973309962233	0.0
k141_1168102	contig_11257||0_partial: 106724bp	1	22754	21.338218207713354	0.0
k141_1163084	contig_78880||full: 48226bp	1	11672	21.276904574296022	0.0
k141_742653	contig_665||2_partial: 21860bp	1	5450	21.225983531564502	0.0
k141_616105	contig_19756||0_partial: 108832bp	1	22911	21.05263157894737	0.0
k141_215431	contig_73952||full: 52012bp	1	11204	20.99515496423902	0.0
k141_907123	contig_75379||full: 32660bp	1	6855	20.97672994488671	0.0
k141_777603	contig_4132||full: 43349bp	1	9230	20.971648711619647	0.0
k141_708392	contig_77100||full: 33450bp	1	7364	20.968609865470853	0.0
k141_1096535	contig_78988||full: 37410bp	1	7977	20.962309542902968	0.0
k141_401147	contig_78539||full: 36740bp	1	7647	20.80021774632553	0.0
k141_855221	contig_78339||full: 56728bp	1	12289	20.637075165703003	0.0
k141_860851	contig_38610||full: 39686bp	1	8245	20.48077407650053	0.0
k141_133533	contig_5269||full: 208468bp	1	42666	20.41656273384884	0.0
k141_382621	contig_66387||full: 33468bp	1	6815	20.359746623640493	0.0
k141_967269	contig_47797||full: 38220bp	1	7776	20.33490319204605	0.0
k141_844847	contig_3892||0_partial: 97678bp	1	19741	20.207211449865884	0.0
k141_621322	contig_10138||0_partial: 50923bp	1	10538	20.165740431632074	0.0
k141_682658	contig_9213||full: 153441bp	1	30740	20.024634875945804	0.0
k141_74467	contig_28623||full: 69156bp	1	13709	19.986696743594194	0.0
k141_670073	contig_72522||full: 106206bp	1	21051	19.817147807091878	0.0
k141_1104065	contig_24862||0_partial: 79178bp	1	15883	19.6392937432115	0.0
k141_250323	contig_14435||0_partial: 58530bp	1	11444	19.543823680164017	0.0
k141_660222	contig_58165||full: 392152bp	1	75946	19.36927517901222	0.0
k141_938161	contig_4644||full: 46843bp	1	9065	19.345473176355057	0.0
k141_57272	contig_78519||full: 57028bp	1	10995	19.272988707301675	0.0
k141_534478	contig_17806||full: 35601bp	1	6774	19.013510856436618	0.0
k141_642000	contig_78317||full: 40561bp	1	7697	18.964029486452503	0.0
k141_812304	contig_4132||full: 43349bp	1	8193	18.89316939260421	0.0
k141_1163083	contig_78880||full: 48226bp	1	9117	18.863268776178824	0.0
k141_210679	contig_61206||full: 39968bp	1	7532	18.842574059247397	0.0
k141_867967	contig_77854||full: 33263bp	1	6264	18.819709587229053	0.0
k141_912976	contig_78880||full: 48226bp	1	8659	18.815576659893004	0.0
k141_629453	contig_75755||full: 92891bp	1	16803	18.585223541570226	0.0
k141_781799	contig_29066||full: 36430bp	1	6727	18.46280538018117	0.0
k141_542024	contig_38610||full: 39686bp	1	7325	18.442271833896083	0.0
k141_305662	contig_3089||0_partial: 37508bp	1	6806	18.140130105577477	0.0
k141_1168086	contig_78859||full: 39334bp	1	7201	18.091218792901817	0.0
k141_616091	contig_16704||0_partial: 135891bp	1	28380	18.079931709973433	0.0
k141_977687	contig_75117||full: 131656bp	1	24257	18.043993437443035	0.0
k141_986086	contig_2299||0_partial: 106092bp	1	19030	17.93349168646081	0.0
k141_426748	contig_72522||full: 106206bp	1	19007	17.893527672636196	0.0
k141_510605	contig_47808||full: 30306bp	1	5497	17.79845575133637	0.0
k141_1143811	contig_53512||0_partial: 99115bp	1	18273	17.68854361095697	0.0
k141_236452	scaffold_13319||1_partial: 79633bp	1	14065	17.659764168121256	0.0
k141_1032483	contig_44349||1_partial: 92577bp	1	16588	17.64909210711084	0.0
k141_53223	contig_69044||full: 32952bp	1	5902	17.616533139111436	0.0
k141_553819	contig_1421||1_partial: 93640bp	1	16639	17.59718069201196	0.0
k141_510603	contig_47808||full: 30306bp	1	5513	17.504784531115952	0.0
k141_865157	contig_2013||2_partial: 36577bp	1	6402	17.49186647346693	0.0
k141_260503	contig_22218||0_partial: 92277bp	1	16259	17.464807048343573	0.0
k141_389708	contig_17485||full: 34851bp	1	6294	17.41126509999713	0.0
k141_682754	contig_78982||full: 40491bp	1	7043	17.391519103010545	0.0
k141_264571	contig_47184||full: 36551bp	1	7128	17.31005991628136	0.0
k141_162245	contig_78988||full: 37410bp	1	6366	17.011494252873565	0.0
k141_108879	contig_17485||full: 34851bp	1	5924	16.986600097558178	0.0
k141_102981	contig_1900||0_partial: 138797bp	1	23428	16.921835486357775	0.0
k141_1028159	contig_18284||full: 52856bp	1	9000	16.91387921901014	0.0
k141_470485	contig_62690||full: 34764bp	1	5878	16.90254286043033	0.0
k141_80873	contig_78029||full: 39612bp	1	6633	16.742401292537615	0.0
k141_153244	contig_4644||full: 46843bp	1	7873	16.689793565740878	0.0
k141_801733	contig_49657||full: 39435bp	1	6571	16.652719665271967	0.0
k141_526958	contig_2363||1_partial: 66290bp	1	10951	16.439885352240157	0.0
k141_503868	contig_78525||full: 42416bp	1	6993	16.41597510373444	0.0
k141_1027363	contig_78749||full: 99373bp	1	17057	16.37466917573184	0.0
k141_40524	contig_78589||full: 41550bp	1	6765	16.27436823104693	0.0
k141_855219	contig_78339||full: 56728bp	1	9227	16.261810746016078	0.0
k141_627472	contig_3183||0_partial: 156746bp	1	25463	16.241562783101323	0.0
k141_1168036	contig_10358||full: 122301bp	1	19849	16.225541900720355	0.0
k141_821692	contig_47888||full: 41506bp	1	6706	16.15188165566424	0.0
k141_558697	contig_78229||full: 161391bp	1	21074	16.126673730257572	0.0
k141_1114523	contig_78959||full: 32867bp	1	5292	16.09517144856543	0.0
k141_1168052	contig_78983||full: 61298bp	1	9868	16.093510391856178	0.0
k141_996531	contig_78615||full: 37211bp	1	5971	16.038268254010912	0.0
k141_629455	contig_75755||full: 92891bp	1	14865	16.00047367344522	0.0
k141_811626	contig_3567||1_partial: 48250bp	1	7621	15.790673575129533	0.0
k141_263410	contig_24862||0_partial: 79178bp	1	12487	15.724064765465155	0.0
k141_682756	contig_78982||full: 40491bp	1	6700	15.650391445012472	0.0
