contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
vMAG_41|N=2|L=27296	27496	No	NA	39	3	1	Low-quality	Genome-fragment	17.67	AAI-based (high-confidence)	0.0	1.0	
vMAG_86|N=2|L=26643	26843	Yes	16081	32	14	6	Low-quality	Genome-fragment	43.7	AAI-based (medium-confidence)	40.09	1.0	
vMAG_164|N=2|L=24492	24692	No	NA	25	2	2	Low-quality	Genome-fragment	43.67	AAI-based (high-confidence)	0.0	1.0	
vMAG_232|N=2|L=14875	15075	No	NA	18	11	1	Low-quality	Genome-fragment	19.79	AAI-based (high-confidence)	0.0	1.0	
vMAG_258|N=2|L=16504	16704	No	NA	23	5	1	Low-quality	Genome-fragment	22.35	AAI-based (high-confidence)	0.0	1.0	
vMAG_157|N=2|L=11221	11421	No	NA	13	1	0	Low-quality	Genome-fragment	9.44	AAI-based (high-confidence)	0.0	1.0	
vMAG_179|N=2|L=38989	39189	No	NA	72	9	1	Medium-quality	Genome-fragment	59.58	HMM-based (lower-bound)	0.0	1.0	
vMAG_85|N=3|L=57827	58227	No	NA	95	25	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
vMAG_313|N=2|L=42497	42697	No	NA	75	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
vMAG_238|N=2|L=21078	21278	No	NA	29	4	0	Medium-quality	Genome-fragment	51.1	AAI-based (medium-confidence)	0.0	1.0	
vMAG_69|N=2|L=15070	15270	No	NA	16	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
vMAG_156|N=2|L=18979	19179	No	NA	28	1	1	Low-quality	Genome-fragment	9.41	HMM-based (lower-bound)	0.0	1.0	low-confidence DTR
vMAG_187|N=2|L=24897	25097	No	NA	42	6	0	Low-quality	Genome-fragment	23.59	HMM-based (lower-bound)	0.0	1.0	
vMAG_114|N=3|L=45528	45928	No	NA	36	13	1	Low-quality	Genome-fragment	33.01	AAI-based (high-confidence)	0.0	1.0	
vMAG_122|N=2|L=54932	55132	No	NA	73	9	0	Low-quality	Genome-fragment	29.92	AAI-based (high-confidence)	0.0	1.0	
vMAG_30|N=2|L=14928	15128	No	NA	20	11	1	Low-quality	Genome-fragment	34.27	AAI-based (high-confidence)	0.0	1.0	
vMAG_314|N=2|L=24540	24740	No	NA	20	1	3	Low-quality	Genome-fragment	37.4	AAI-based (medium-confidence)	0.0	1.0	
vMAG_138|N=2|L=24918	25118	No	NA	25	2	11	Low-quality	Genome-fragment	43.41	HMM-based (lower-bound)	0.0	1.0	
vMAG_13|N=2|L=22656	22856	No	NA	37	17	0	Medium-quality	Genome-fragment	72.24	AAI-based (high-confidence)	0.0	1.0	
vMAG_246|N=2|L=20592	20792	No	NA	19	3	2	Low-quality	Genome-fragment	47.76	AAI-based (medium-confidence)	0.0	1.0	
vMAG_234|N=2|L=34518	34718	No	NA	63	13	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
vMAG_196|N=2|L=19975	20175	No	NA	24	10	0	Medium-quality	Genome-fragment	50.14	AAI-based (high-confidence)	0.0	1.0	
vMAG_171|N=2|L=10842	11042	No	NA	13	4	0	Low-quality	Genome-fragment	20.24	AAI-based (high-confidence)	0.0	1.0	
vMAG_28|N=2|L=46696	46896	No	NA	62	7	2	Medium-quality	Genome-fragment	52.65	HMM-based (lower-bound)	0.0	1.0	
vMAG_169|N=2|L=28370	28570	No	NA	35	4	1	Medium-quality	Genome-fragment	55.86	AAI-based (high-confidence)	0.0	1.0	
vMAG_197|N=2|L=58448	58648	No	NA	53	4	33	High-quality	High-quality	94.09	HMM-based (lower-bound)	0.0	1.0	
vMAG_301|N=2|L=42605	42805	No	NA	68	7	2	Low-quality	Genome-fragment	20.36	AAI-based (medium-confidence)	0.0	1.0	
vMAG_240|N=2|L=108860	109060	No	NA	121	16	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
vMAG_63|N=2|L=49349	49549	No	NA	81	11	5	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
vMAG_286|N=2|L=27887	28087	No	NA	48	6	1	Low-quality	Genome-fragment	14.16	AAI-based (high-confidence)	0.0	1.0	
vMAG_109|N=5|L=104220	105020	Yes	27291	112	8	35	Low-quality	Genome-fragment	39.46	HMM-based (lower-bound)	74.01	1.0	low-confidence Provirus
vMAG_1|N=3|L=33759	34159	No	NA	45	7	0	Medium-quality	Genome-fragment	88.76	AAI-based (high-confidence)	0.0	1.0	
vMAG_133|N=3|L=58865	59265	No	NA	79	11	0	Medium-quality	Genome-fragment	73.34	HMM-based (lower-bound)	0.0	1.0	
vMAG_141|N=2|L=24462	24662	No	NA	32	10	2	Low-quality	Genome-fragment	30.02	HMM-based (lower-bound)	0.0	1.0	
vMAG_89|N=2|L=23814	24014	Yes	19232	40	4	2	Medium-quality	Genome-fragment	57.32	AAI-based (high-confidence)	19.91	1.0	
vMAG_226|N=2|L=18739	18939	No	NA	33	5	0	Low-quality	Genome-fragment	49.64	AAI-based (medium-confidence)	0.0	1.0	
vMAG_200|N=2|L=39751	39951	No	NA	65	18	1	Medium-quality	Genome-fragment	79.73	AAI-based (high-confidence)	0.0	1.0	
vMAG_204|N=2|L=70108	70308	No	NA	119	11	4	Medium-quality	Genome-fragment	81.9	AAI-based (medium-confidence)	0.0	1.0	
vMAG_78|N=2|L=20019	20219	No	NA	18	3	0	Medium-quality	Genome-fragment	51.27	AAI-based (medium-confidence)	0.0	1.0	
vMAG_15|N=10|L=132536	134336	No	NA	165	42	20	High-quality	High-quality	97.58	HMM-based (lower-bound)	0.0	1.0	
vMAG_154|N=2|L=86563	86763	No	NA	132	32	1	Complete	High-quality	100.0	ITR (medium-confidence)	0.0	1.0	
vMAG_47|N=3|L=74110	74510	Yes	55987	93	12	13	Low-quality	Genome-fragment	33.09	HMM-based (lower-bound)	24.86	1.0	>1 viral region detected
vMAG_29|N=2|L=134607	134807	No	NA	174	40	4	Medium-quality	Genome-fragment	87.75	AAI-based (medium-confidence)	0.0	1.0	
vMAG_308|N=3|L=43709	44109	No	NA	47	3	1	Medium-quality	Genome-fragment	61.91	HMM-based (lower-bound)	0.0	1.0	
vMAG_203|N=2|L=12507	12707	No	NA	17	7	0	Low-quality	Genome-fragment	30.72	AAI-based (high-confidence)	0.0	1.0	
vMAG_267|N=2|L=41525	41725	No	NA	56	12	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
vMAG_213|N=3|L=35072	35472	No	NA	47	14	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
vMAG_94|N=2|L=40540	40740	No	NA	39	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
vMAG_190|N=2|L=98205	98405	Yes	23819	114	21	53	Low-quality	Genome-fragment	43.31	HMM-based (lower-bound)	75.79	1.0	low-confidence Provirus
vMAG_304|N=2|L=15525	15725	No	NA	31	4	0	Low-quality	Genome-fragment	8.44	HMM-based (lower-bound)	0.0	1.0	
vMAG_184|N=3|L=157210	157610	No	NA	208	34	14	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
vMAG_54|N=3|L=23580	23980	No	NA	31	14	0	Medium-quality	Genome-fragment	61.86	AAI-based (medium-confidence)	0.0	1.0	
vMAG_173|N=2|L=17353	17553	No	NA	20	3	0	Low-quality	Genome-fragment	39.29	AAI-based (medium-confidence)	0.0	1.0	
vMAG_36|N=2|L=82510	82710	No	NA	80	12	2	Medium-quality	Genome-fragment	80.77	AAI-based (high-confidence)	0.0	1.0	
vMAG_4|N=2|L=22597	22797	No	NA	31	2	1	Low-quality	Genome-fragment	32.39	AAI-based (medium-confidence)	0.0	1.0	
vMAG_302|N=2|L=43575	43775	No	NA	68	19	0	High-quality	High-quality	93.15	AAI-based (high-confidence)	0.0	1.0	
vMAG_256|N=4|L=77792	78392	No	NA	82	4	2	Low-quality	Genome-fragment	21.27	AAI-based (medium-confidence)	0.0	1.0	
vMAG_48|N=2|L=15749	15949	No	NA	17	2	1	Low-quality	Genome-fragment	13.82	AAI-based (medium-confidence)	0.0	1.0	
vMAG_66|N=2|L=17541	17741	No	NA	23	8	1	Low-quality	Genome-fragment	39.39	AAI-based (high-confidence)	0.0	1.0	
vMAG_10|N=3|L=39485	39885	No	NA	45	11	1	Low-quality	Genome-fragment	37.71	AAI-based (medium-confidence)	0.0	1.0	
vMAG_265|N=2|L=14523	14723	No	NA	42	2	2	Low-quality	Genome-fragment	30.14	AAI-based (medium-confidence)	0.0	1.0	
vMAG_292|N=2|L=20253	20453	No	NA	26	10	0	Medium-quality	Genome-fragment	59.04	AAI-based (medium-confidence)	0.0	1.0	
vMAG_298|N=2|L=55022	55222	No	NA	75	17	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
vMAG_75|N=6|L=62812	63812	No	NA	76	2	0	Low-quality	Genome-fragment	32.47	AAI-based (high-confidence)	0.0	1.0	
vMAG_185|N=2|L=31207	31407	No	NA	25	19	0	Medium-quality	Genome-fragment	51.95	AAI-based (medium-confidence)	0.0	1.0	
vMAG_220|N=2|L=62502	62702	No	NA	87	28	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
vMAG_307|N=2|L=35492	35692	No	NA	63	14	0	High-quality	High-quality	91.32	AAI-based (medium-confidence)	0.0	1.0	
vMAG_90|N=3|L=31235	31635	No	NA	54	12	0	Low-quality	Genome-fragment	20.38	AAI-based (medium-confidence)	0.0	1.0	
vMAG_211|N=2|L=39415	39615	No	NA	55	8	0	Medium-quality	Genome-fragment	88.09	AAI-based (high-confidence)	0.0	1.0	
vMAG_57|N=2|L=14916	15116	No	NA	15	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
vMAG_247|N=2|L=19396	19596	No	NA	21	12	0	Low-quality	Genome-fragment	45.24	AAI-based (high-confidence)	0.0	1.0	
vMAG_176|N=2|L=25483	25683	No	NA	35	5	1	Low-quality	Genome-fragment	18.72	AAI-based (high-confidence)	0.0	1.0	
vMAG_181|N=4|L=36570	37170	No	NA	68	12	0	Medium-quality	Genome-fragment	87.67	AAI-based (high-confidence)	0.0	1.0	
vMAG_175|N=2|L=27787	27987	No	NA	42	16	1	Medium-quality	Genome-fragment	73.45	AAI-based (medium-confidence)	0.0	1.0	
vMAG_127|N=2|L=31853	32053	No	NA	44	6	1	Low-quality	Genome-fragment	46.19	HMM-based (lower-bound)	0.0	1.0	
vMAG_62|N=3|L=36083	36483	No	NA	73	15	0	High-quality	High-quality	92.34	AAI-based (medium-confidence)	0.0	1.0	
vMAG_219|N=3|L=37457	37857	No	NA	64	18	0	High-quality	High-quality	98.48	AAI-based (high-confidence)	0.0	1.0	
vMAG_148|N=3|L=28086	28486	No	NA	49	4	0	Medium-quality	Genome-fragment	54.22	AAI-based (high-confidence)	0.0	1.0	
vMAG_119|N=3|L=34148	34548	No	NA	36	2	1	Medium-quality	Genome-fragment	82.25	AAI-based (medium-confidence)	0.0	1.0	
vMAG_31|N=2|L=13743	13943	No	NA	10	1	0	Low-quality	Genome-fragment	37.36	AAI-based (high-confidence)	0.0	1.0	
vMAG_135|N=2|L=14374	14574	No	NA	16	6	1	Low-quality	Genome-fragment	10.69	AAI-based (medium-confidence)	0.0	1.0	
vMAG_11|N=2|L=21818	22018	No	NA	31	12	0	Medium-quality	Genome-fragment	61.34	AAI-based (medium-confidence)	0.0	1.0	
vMAG_305|N=2|L=14175	14375	No	NA	17	12	0	Low-quality	Genome-fragment	42.71	AAI-based (high-confidence)	0.0	1.0	
vMAG_263|N=2|L=21851	22051	No	NA	26	7	0	High-quality	High-quality	95.68	AAI-based (medium-confidence)	0.0	1.0	
vMAG_214|N=3|L=99625	100025	No	NA	96	13	0	High-quality	High-quality	98.16	AAI-based (medium-confidence)	0.0	1.0	
vMAG_189|N=2|L=31480	31680	No	NA	32	3	6	Medium-quality	Genome-fragment	66.7	HMM-based (lower-bound)	0.0	1.0	
vMAG_79|N=2|L=13794	13994	Yes	10227	15	6	4	Low-quality	Genome-fragment	12.63	HMM-based (lower-bound)	26.92	1.0	
vMAG_206|N=3|L=27229	27629	No	NA	20	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
vMAG_160|N=2|L=14144	14344	No	NA	29	4	0	Low-quality	Genome-fragment	33.0	AAI-based (high-confidence)	0.0	1.0	
vMAG_209|N=2|L=20747	20947	Yes	6975	29	4	7	High-quality	High-quality	100.0	AAI-based (medium-confidence)	66.7	1.0	contig >1.5x longer than expected genome length
vMAG_266|N=5|L=118472	119272	Yes	12992	147	14	58	Low-quality	Genome-fragment	31.03	AAI-based (high-confidence)	89.11	1.0	>1 viral region detected; contig >1.5x longer than expected genome length
vMAG_27|N=2|L=29440	29640	No	NA	40	7	0	Medium-quality	Genome-fragment	66.92	AAI-based (medium-confidence)	0.0	1.0	
vMAG_131|N=2|L=18130	18330	No	NA	28	11	0	Low-quality	Genome-fragment	41.74	AAI-based (high-confidence)	0.0	1.0	
vMAG_163|N=2|L=12042	12242	No	NA	15	7	0	Low-quality	Genome-fragment	38.86	HMM-based (lower-bound)	0.0	1.0	
vMAG_49|N=2|L=162851	163051	No	NA	242	49	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
vMAG_102|N=2|L=33330	33530	No	NA	54	7	0	Medium-quality	Genome-fragment	85.51	AAI-based (medium-confidence)	0.0	1.0	
vMAG_146|N=3|L=39385	39785	No	NA	63	15	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
vMAG_42|N=2|L=25993	26193	No	NA	38	11	0	Medium-quality	Genome-fragment	65.52	AAI-based (high-confidence)	0.0	1.0	
vMAG_248|N=2|L=44142	44342	No	NA	56	11	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
vMAG_310|N=2|L=13797	13997	No	NA	16	1	1	Low-quality	Genome-fragment	10.03	AAI-based (medium-confidence)	0.0	1.0	
vMAG_311|N=2|L=43834	44034	No	NA	57	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
vMAG_21|N=2|L=17423	17623	No	NA	27	1	1	Low-quality	Genome-fragment	10.67	HMM-based (lower-bound)	0.0	1.0	
vMAG_129|N=3|L=49884	50284	No	NA	73	28	0	Medium-quality	Genome-fragment	82.78	AAI-based (medium-confidence)	0.0	1.0	
vMAG_104|N=2|L=35321	35521	No	NA	71	4	0	Low-quality	Genome-fragment	15.49	HMM-based (lower-bound)	0.0	1.0	
vMAG_52|N=2|L=33591	33791	No	NA	77	18	0	Medium-quality	Genome-fragment	82.89	AAI-based (medium-confidence)	0.0	1.0	
vMAG_43|N=5|L=43332	44132	No	NA	54	4	3	Medium-quality	Genome-fragment	82.76	HMM-based (lower-bound)	0.0	1.0	
vMAG_153|N=2|L=69622	69822	No	NA	120	19	2	Medium-quality	Genome-fragment	80.19	AAI-based (high-confidence)	0.0	1.0	
vMAG_117|N=2|L=16300	16500	Yes	10418	19	2	3	Low-quality	Genome-fragment	16.42	AAI-based (medium-confidence)	36.86	1.0	
vMAG_261|N=2|L=28549	28749	No	NA	27	6	0	Medium-quality	Genome-fragment	68.99	AAI-based (medium-confidence)	0.0	1.0	
vMAG_26|N=2|L=128342	128542	No	NA	104	5	49	High-quality	High-quality	92.81	HMM-based (lower-bound)	0.0	1.0	
vMAG_287|N=3|L=40388	40788	No	NA	45	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
vMAG_172|N=2|L=17790	17990	No	NA	17	3	1	Low-quality	Genome-fragment	13.76	AAI-based (high-confidence)	0.0	1.0	
vMAG_23|N=3|L=22059	22459	No	NA	36	4	0	Low-quality	Genome-fragment	12.08	AAI-based (high-confidence)	0.0	1.0	
vMAG_149|N=2|L=35813	36013	No	NA	43	2	2	Low-quality	Genome-fragment	43.73	HMM-based (lower-bound)	0.0	1.0	
vMAG_121|N=2|L=15165	15365	No	NA	18	11	0	Low-quality	Genome-fragment	44.3	AAI-based (high-confidence)	0.0	1.0	
vMAG_270|N=2|L=142400	142600	No	NA	128	4	72	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
vMAG_80|N=4|L=122442	123042	No	NA	183	27	3	Medium-quality	Genome-fragment	82.66	AAI-based (medium-confidence)	0.0	1.0	
vMAG_251|N=2|L=16355	16555	No	NA	24	2	1	Low-quality	Genome-fragment	41.99	AAI-based (medium-confidence)	0.0	1.0	
vMAG_159|N=2|L=36121	36321	No	NA	43	10	0	Medium-quality	Genome-fragment	86.26	AAI-based (high-confidence)	0.0	1.0	
vMAG_312|N=2|L=24481	24681	No	NA	37	15	0	Low-quality	Genome-fragment	47.02	HMM-based (lower-bound)	0.0	1.0	
vMAG_280|N=2|L=19318	19518	No	NA	14	2	0	Low-quality	Genome-fragment	11.83	HMM-based (lower-bound)	0.0	1.0	
vMAG_152|N=2|L=13231	13431	Yes	9680	14	3	2	Low-quality	Genome-fragment	18.42	HMM-based (lower-bound)	27.93	1.0	
vMAG_67|N=2|L=13079	13279	No	NA	27	1	0	Low-quality	Genome-fragment	31.01	AAI-based (medium-confidence)	0.0	1.0	
vMAG_273|N=2|L=36110	36310	No	NA	49	11	0	Medium-quality	Genome-fragment	80.71	AAI-based (high-confidence)	0.0	1.0	
vMAG_3|N=3|L=22319	22719	No	NA	31	8	0	Low-quality	Genome-fragment	47.44	AAI-based (medium-confidence)	0.0	1.0	
vMAG_178|N=2|L=16668	16868	No	NA	22	0	0	Low-quality	Genome-fragment	8.58	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
